mistral_instruct.py noisy 10,70.55555555555556
mistral_math.py noisy 10,92.22222222222223
llama.py noisy 10,93.88888888888889
mistral_instruct.py noisy 30,62.22222222222222
mistral_math.py noisy 30,92.77777777777779
llama.py noisy 30,92.77777777777779
mistral_instruct.py noisy 50,69.10569105691057
mistral_math.py noisy 50,87.77777777777777
llama.py noisy 50,89.44444444444444
Llama-3.1-8B-Instruct.py noisy 10,96.66666666666667
Llama-3.1-8B-Instruct.py noisy 30,92.22222222222223
Llama-3.1-8B-Instruct.py noisy 50,91.11111111111111
gemma-2-2b-it.py noisy 10,87.77777777777777
gemma-2-2b-it.py noisy 30,77.77777777777779
gemma-2-2b-it.py noisy 50,71.66666666666667
gemma-2-2b-jpn-it.py noisy 10,88.33333333333333
gemma-2-2b-jpn-it.py noisy 30,81.11111111111111
gemma-2-2b-jpn-it.py noisy 50,83.33333333333334
zephyr-7b-beta.py noisy 10,27.22222222222222
zephyr-7b-beta.py noisy 30,25.0
zephyr-7b-beta.py noisy 50,22.22222222222222
Qwen2.5-1.5B-Instruct.py noisy 10,93.33333333333333
Qwen2.5-1.5B-Instruct.py noisy 30,88.33333333333333
Qwen2.5-1.5B-Instruct.py noisy 50,85.55555555555556
Mistral-7B-Instruct-v0.2.py noisy 10,72.22222222222221
Mistral-7B-Instruct-v0.2.py noisy 30,66.11111111111111
Mistral-7B-Instruct-v0.2.py noisy 50,65.0
DeepSeek-R1-Distill-Llama-8B.py,93.88888888888889
DeepSeek-R1-Distill-Llama-8B.py noisy 10,90.0
DeepSeek-R1-Distill-Llama-8B.py noisy 30,92.77777777777779
DeepSeek-R1-Distill-Llama-8B.py noisy 50,88.88888888888889
DeepSeek-R1-Distill-Llama-8B.py noisy 10,90.0
DeepSeek-R1-Distill-Llama-8B.py noisy 30,92.77777777777779
DeepSeek-R1-Distill-Llama-8B.py noisy 50,88.88888888888889
